iter	Logloss
0	0.6038792739
1	0.5281410563
2	0.4722451726
3	0.4180951537
4	0.3808788809
5	0.3384146935
6	0.3031335982
7	0.2762701244
8	0.25615161
9	0.2349097845
10	0.2195484317
11	0.2066752296
12	0.1950775438
13	0.1850172276
14	0.1756431755
15	0.1668408363
16	0.1591681993
17	0.1506241804
18	0.1459501717
19	0.1403817944
20	0.135953749
21	0.1323955694
22	0.12890881
23	0.1255967751
24	0.1232234562
25	0.119206967
26	0.1160139136
27	0.1131233308
28	0.1107881993
29	0.1086104241
30	0.1065053916
31	0.1033269679
32	0.1012279309
33	0.09964343383
34	0.09810285861
35	0.09672526824
36	0.0955106805
37	0.09373121818
38	0.09279299833
39	0.09193588188
40	0.09134764668
41	0.09054519704
42	0.08961234872
43	0.08885725512
44	0.08842578738
45	0.08765081821
46	0.08696929391
47	0.08610598646
48	0.08543526859
49	0.0846311264
50	0.08378511938
51	0.08256885888
52	0.08215436105
53	0.08181429341
54	0.08131240539
55	0.08053459168
56	0.08009991534
57	0.07940036005
58	0.07904717357
59	0.07875447719
60	0.0784795894
61	0.07824943184
62	0.07800698224
63	0.07777719512
64	0.07755756128
65	0.07718182019
66	0.076696469
67	0.07641826238
68	0.07622160544
69	0.07596782324
70	0.07565512035
71	0.07539441494
72	0.07520128271
73	0.07495958888
74	0.07453119838
75	0.07428201347
76	0.07406269127
77	0.07382343498
78	0.073626935
79	0.0733984873
80	0.07319598127
81	0.07286461609
82	0.07260767866
83	0.07243356618
84	0.07226000154
85	0.07172222241
86	0.07130224852
87	0.07112255401
88	0.07098933199
89	0.07075285159
90	0.07048825938
91	0.07029490092
92	0.0701522244
93	0.06983722244
94	0.06967393274
95	0.06954263451
96	0.06920224521
97	0.06903801747
98	0.06886724981
99	0.06876162894
100	0.06861234989
101	0.06841354699
102	0.06823681686
103	0.06802979753
104	0.06765190646
105	0.06750298627
106	0.06740415462
107	0.06724371948
108	0.06714949174
109	0.06698681562
110	0.06680530064
111	0.06673293549
112	0.06662289188
113	0.06651331797
114	0.06630105223
115	0.06620379132
116	0.06609452153
117	0.06604670676
118	0.06595603974
119	0.06580890392
120	0.0656393968
121	0.06553098168
122	0.06544630007
123	0.06534888439
124	0.06525157399
125	0.0651583581
126	0.06508160485
127	0.06497555338
128	0.06486210663
129	0.06459170926
130	0.06445928826
131	0.06429128634
132	0.06418662418
133	0.06404298459
134	0.06395266103
135	0.06383133013
136	0.0637341748
137	0.06363426968
138	0.06350901145
139	0.06343851841
140	0.06331315297
141	0.06319167084
142	0.06307741162
143	0.06288972359
144	0.06278511079
145	0.06272883902
146	0.06263217607
147	0.06255903122
148	0.06244752216
149	0.06236564023
150	0.06229750482
151	0.06219695598
152	0.06211784222
153	0.06203582562
154	0.06192445669
155	0.06185587622
156	0.061725701
157	0.06169069494
158	0.06156988624
159	0.06149972736
160	0.06140141397
161	0.06134227721
162	0.0612780347
163	0.06122374814
164	0.06113487806
165	0.06099969393
166	0.06090036804
167	0.0607971705
168	0.06072557733
169	0.06063833724
170	0.06051597905
171	0.06040876253
172	0.06034174241
173	0.06023564212
174	0.06013661587
175	0.06006112752
176	0.05995587727
177	0.05985570089
178	0.05977560802
179	0.05970547759
180	0.05962904349
181	0.05954748962
182	0.05944149578
183	0.05938891082
184	0.0592857235
185	0.05921644627
186	0.0591341699
187	0.05907515266
188	0.05899590784
189	0.05894045178
190	0.05888647818
191	0.05879609312
192	0.05871945245
193	0.05865305388
194	0.05854371684
195	0.05847909509
196	0.05842480682
197	0.05834592257
198	0.05826637297
199	0.05818421617
